name,provincia,alt,desnivel,dist,pendiente,coef,la_ini,lo_ini,la_fin,lo_fin
 Sierra por por Ramales,Cantabria,223 m ,141 m ,"1,6 Km ","8,81 % ",40  ,  ,  ,  ,  
 Sierra Blanca por Río Genal,Málaga,1127 m ,619 m ,"12,52 Km ",5 % ,165  ,  ,  ,  ,  
 Sierra Cabrera por El Cortijo Grande,Almería,831 m ,735 m ,"12,69 Km ","5,78 % ",168  ,  ,  ,  ,  
 Sierra Cabrera por Cortijo en ruinas,Almería,828 m ,94 m ,"0,89 Km ","10,43 % ",32  ,  ,  ,  ,  
 Sierra Cabrera por Turre,Almería,831 m ,773 m ,"12,2 Km ","6,34 % ",205  ,  ,  ,  ,  
 Sierra Crestellina-Puerto de la Cruz por Río Genal,Málaga,428 m ,340 m ,"11,82 Km ","2,9 % ",70  ,  ,  ,  ,  
 Sierra de Cintas por Berja,Almería,475 m ,239 m ,"4,4 Km ","5,42 % ",38  ,  ,  ,  ,  
 Sierra de Cintas por Embalse de Beninar,Almería,475 m ,114 m ,5 Km ,"2,27 % ",19  ,  ,  ,  ,  
 Sierra de Líjar por La Muela,Cádiz,1049 m ,664 m ,"10,29 Km ","6,5 % ",136  ,  ,  ,  ,  
 Sierra de los Bosques por Gestalgar,Valencia,765 m ,575 m ,11 Km ,"5,23 % ",108  , 39.603704 , -0.82582 , 39.568018 , -0.875473 
 Sierra de los Bosques por Chiva-Pto. La Manga,Valencia,765 m ,445 m ,"9,9 Km ","4,79 % ",86  , 39.567919 , -0.803375 , 39.568018 , -0.875473 
 Sierra de los Frailes / El Rucino por Arroba de los Montes,Ciudad Real,806 m ,221 m ,"12,5 Km ","1,78 % ",71  ,  ,  ,  ,  
 Sierra de Morela por Larxentes,Lugo,953 m ,638 m ,"10,2 Km ","6,25 % ",123  , 42.975682 , -6.974909 , 42.955521 , -6.907876 
 Sierra de Morela por Faquís,Lugo,953 m ,430 m ,"6,6 Km ","6,25 % ",113  , 42.940883 , -6.87732 , 42.955521 , -6.907876 
 Sierra del Padrastro por Almargen,Málaga,986 m ,485 m ,"8,98 Km ","5,4 % ",112  ,  ,  ,  ,  
 Sierra del Padrastro por Este,Málaga,986 m ,563 m ,"13,89 Km ","4,1 % ",136  ,  ,  ,  ,  
 Sierra del Santo (Ermita de San Sebastián) por Los Navalmorales,Toledo,795 m ,135 m ,"1,4 Km ","9,6 % ",42  , 39.721667 , -4.642285 , 39.718499 , -4.633187 
 Sierra Mayor por Santa Eulalia,Zaragoza,949 m ,506 m ,"13,5 Km ","3,75 % ",67  , 42.269688 , -0.749817 , 42.331148 , -0.846126 
 Sierra Nevada-Pico Veleta por Güéjar Sierra,Granada,3367 m ,2557 m ,"44,3 Km ","5,77 % ",549  , 37.163944 , -3.503963 , 37.05553 , -3.36628 
 Sierra Perenchisa por Torrent,Valencia,240 m ,159 m ,"4,4 Km ","3,61 % ",29  , 39.435431 , -0.539875 , 39.429995 , -0.564294 
 Sierra Salvada por Izoria,Álava,670 m ,410 m ,"7,6 Km ","5,39 % ",78  , 43.050664 , -3.049875 , 43.046172 , -3.130202 
" Sierra, Camino de la por por km 33 CA-261 (Ramales)",Cantabria,223 m ,127 m ,"1,54 Km ","8,18 % ",40  ,  ,  ,  ,  
 Signada por Navia de Suarna,Lugo,907 m ,587 m ,"10,5 Km ","5,59 % ",160  , 42.965383 , -7.004693 , 43.029189 , -7.02104 
 Silla del Papa por Ensenada de Bolonia,Cádiz,437 m ,417 m ,"5,8 Km ","7,19 % ",95  ,  ,  ,  ,  
 Simat por Barxeta,Valencia,278 m ,174 m ,"6,2 Km ","2,81 % ",27  , 39.025752 , -0.416579 , 39.040253 , -0.353837 
 Simat por Simat,Valencia,278 m ,228 m ,"4,7 Km ","4,85 % ",43  , 39.046719 , -0.315728 , 39.040253 , -0.353837 
 Siones por Caces,Asturias,479 m ,357 m ,"5,5 Km ","6,5 % ",105  , 43.329423 , -5.933647 , 43.303945 , -5.969181 
" Sobirana, Collada por Guardiola de Berguedà",Barcelona,1210 m ,482 m ,"7,4 Km ","6,5 % ",98  ,  ,  ,  ,  
" Sobirana, Collada por La Pobla de Lillet",Barcelona,1210 m ,391 m ,6 Km ,"6,5 % ",78  ,  ,  ,  ,  
 Sobremonte por Navajas-El Batán,Castellón,500 m ,120 m ,"2,9 Km ","4,1 % ",16  , 39.883166 , -0.513482 , 39.896831 , -0.495415 
 Sobremonte por Navajas,Castellón,500 m ,135 m ,2 Km ,"6,5 % ",25  , 39.883166 , -0.513482 , 39.896831 , -0.495415 
 Sobrón por Sobrón de Abajo,Álava,700 m ,215 m ,"2,3 Km ","9,4 % ",63  , 42.766031 , -3.092707 , 42.771783 , -3.107461 
" Socarrado, El por Begís",Castellón,977 m ,267 m ,"6,7 Km ",4 % ,38  , 39.913193 , -0.710936 , 39.95482 , -0.698791 
" Socarrado, El por Jérica",Castellón,977 m ,495 m ,17 Km ,"2,91 % ",75  , 39.917274 , -0.579314 , 39.95482 , -0.698791 
 Socueva por por Arreondo,Cantabria,340 m ,180 m ,"2,34 Km ","7,65 % ",41  , 43.275496 , -3.603609 , 43.264716 , 3.607764 
 Sojo por Artziniega,Álava,395 m ,211 m ,"4,19 Km ","5,01 % ",37  , 43.120243 , -3.133558 , 43.091037 , -3.122451 
" Sojón, Llanada de por Entrena",La Rioja,612 m ,91 m ,"2,29 Km ","3,96 % ",13  ,  ,  ,  ,  
" Sol, El por Periana",Málaga,1078 m ,503 m ,9 Km ,"5,59 % ",94  ,  ,  ,  ,  
" Sol, Puerto del por Periana (Sur)",Málaga,1085 m ,880 m ,"19,04 Km ","4,6 % ",162  ,  ,  ,  ,  
 Soladillos por Revillalcón,Burgos,920 m ,115 m ,"3,2 Km ","4,7 % ",21  , 42.561257 , -3.359052 , 42.563964 , -3.39195 
" Solana, La por Pego",Alicante,255 m ,205 m ,"2,9 Km ","7,07 % ",47  , 38.856285 , -0.121536 , 38.856419 , -0.145826 
" Soledad, Ermita de la por Collado de Canales",La Rioja,1410 m ,177 m ,"3,47 Km ","5,1 % ",28  , 42.14188 , -3.077395 , 42.15413 , -3.078489 
 Sollube por Bakio,Bizkaia,371 m ,371 m ,"6,1 Km ","6,08 % ",114  , 43.416049 , -2.812023 , 43.398827 , -2.756109 
 Sollube por Almike/Albóniga,Bizkaia,399 m ,389 m ,"4,2 Km ","9,26 % ",132  , 43.417736 , -2.725039 , 43.398827 , -2.756109 
 Sollube por Bermeo y Artike,Bizkaia,392 m ,385 m ,"7,19 Km ","5,34 % ",85  , 43.41839 , -2.724051 , 43.398827 , -2.756109 
 Sollube por Bermeo,Bizkaia,386 m ,371 m ,"5,2 Km ","7,13 % ",88  , 43.419591 , -2.725575 , 43.405016 , -2.760572 
 Sollube (antenas) por Altamira y Tribis,Bizkaia,686 m ,657 m ,"12,6 Km ","5,21 % ",183  , 43.368402 , -2.694783 , 43.371194 , -2.76422 
 Sollube (antenas) por Larrauri,Bizkaia,686 m ,598 m ,"11,8 Km ","5,07 % ",141  , 43.373299 , -2.801127 , 43.371194 , -2.76422 
" Somadilla, Alto de la por Vizcaínos",Burgos,1114 m ,103 m ,"2,6 Km ","3,9 % ",19  , 42.100053 , -3.266845 , 42.103269 , -3.286929 
 Somiedo por Vega de Viejos,León,1486 m ,246 m ,"7,9 Km ","3,11 % ",33  , 42.968457 , -6.213129 , 43.028184 , -6.227661 
 Somiedo por La Riera,Asturias,1503 m ,996 m ,"19,8 Km ","5,03 % ",178  ,  ,  ,  ,  
" Somiedo, Puerto de por Pola de Somiedo",Asturias,1486 m ,995 m ,20 Km ,"4,98 % ",178  , 43.158424 , -5.20709 , 43.014564 , -6.226587 
" Somo, El por Traslaviña",Bizkaia,513 m ,304 m ,"4,1 Km ","7,41 % ",73  , 43.240588 , -3.218699 , 43.264909 , -3.226665 
" Somo, Puerto de por Zangandez",Burgos,971 m ,215 m ,"5,7 Km ","3,77 % ",35  , 42.703033 , -3.255129 , 42.719793 , -3.205862 
" Somo, Puerto de por Valderrama",Burgos,971 m ,427 m ,7 Km ,"6,1 % ",104  , 42.753346 , -3.273582 , 42.719793 , -3.205862 
 Somosierra por La Acebeda,Madrid,1447 m ,281 m ,"11,1 Km ","2,53 % ",49  , 41.090478 , -3.61712 , 41.131931 , -3.581028 
 Somosierra por Norte (Segovia),Madrid,1447 m ,189 m ,"3,1 Km ","5,9 % ",36  , 41.161339 , -3.582573 , 41.135429 , -3.581071 
" Somoza, Alto de por Cacabelos",León,961 m ,492 m ,"9,3 Km ","5,27 % ",93  ,  ,  ,  ,  
" Somoza, Alto de por Valle del Burbia (Puente Rey)",León,961 m ,359 m ,"5,7 Km ","6,26 % ",84  ,  ,  ,  ,  
 Somport por Jaca,Huesca,1640 m ,822 m ,"28,2 Km ","2,91 % ",144  , 42.579355 , -0.54662 , 42.795253 , -0.528424 
" Soplao, El por Rábago",Cantabria,624 m ,430 m ,"6,9 Km ","9,4 % ",94  , 43.300472 , -4.459389 , 43.296904 , -4.410249 
 Sorogain por N-135,Navarra,965 m ,209 m ,"8,2 Km ","2,5 % ",30  , 42.97095 , -1.407282 , 43.034715 , -1.418102 
 Sórzano por N-111,La Rioja,709 m ,149 m ,3 Km ,"4,96 % ",28  ,  ,  ,  ,  
" Sos, Puerto de por Sangüesa",Zaragoza,856 m ,334 m ,"7,5 Km ","4,45 % ",48  , 42.503302 , -1.216688 , 42.462947 , -1.216511 
" Sos, puerto de por Uncastilllo",Zaragoza,907 m ,306 m ,9 Km ,"3,4 % ",44  , 42.361504 , -1.130387 , 42.457914 , -1.184120 
" Sota, La por por CA-263 (Vega de Pas)",Cantabria,773 m ,475 m ,"8,19 Km ","5,78 % ",117  , 43.163719 , -3.827645 , 43.125679 , -3.854578 
" Sota, La por por El Rosario (SP de Romeral)",Cantabria,773 m ,212 m ,"2,9 Km ","7,3 % ",72  , 43.114147 , -3.846527 , 43.125679 , -3.854578 
" Sotarraña, La por Chella",Valencia,398 m ,188 m ,"5,9 Km ","3,19 % ",28  ,  39.044119 , -0.644331 , 39.020717 , -0.719519 
 Sotarraña. La por Anna,Valencia,398 m ,173 m ,"6,2 Km ","2,54 % ",24  , 39.021418 , -0.652184 , 39.020717 , -0.719519 
 Sotillo de Cabrera por Castroquillame,León,976 m ,540 m ,"6,76 Km ",8 % ,160  , 42.422036 , -6.748077 , 42.396269 , -6.731572 
 Sotillo de Sanabria por Camino de las Cascadas,Zamora,1083 m ,75 m ,"0,88 Km ","8,52 % ",19  , 42.089152 , -6.723312 , 42.093136 , -6.721531 
 Sotillo de Sanabria por San Román de Sanabria,Zamora,1083 m ,91 m ,"1,35 Km ","6,74 % ",22  , 42.086628 , -6.71342 , 42.093136 , -6.721531 
 Sotillo-Horche por Guadalajara,Guadalajara,930 m ,300 m ,"8,39 Km ","3,56 % ",43  , 40.634125 , -3.185785 , 40.601396 , -3.109231 
 Soto de Sajambre por C-637,León,935 m ,211 m ,"4,8 Km ","4,4 % ",29  , 43.143318 , -5.037503 , 43.163285 , -5.034106 
 Subiza por Salinas-Arlegui,Navarra,642 m ,208 m ,"4,07 Km ","5,11 % ",34  , 42.756628 , -1.649562 , 42.734887 , -1.670444 
 Sumacárcer por Sumacárcer,Valencia,275 m ,225 m ,"3,9 Km ","5,77 % ",38  , 39.092499 , -0.628495 , 39.080607 , -0.639954 
 Suso por San Millán de la Cogolla,La Rioja,825 m ,115 m ,"1,8 Km ",5 % ,22  , 42.327929 , -2.865127 , 42.329732 , -2.872435 
 Tablado por Cruce carretera Veneros,Asturias,426 m ,353 m ,"4,3 Km ","8,2 % ",87  , 43.498511 , -6.049175 , 43.486369 , -6.033039 
" Tagamanent, Parc Etnológic por Taganament-Pedralba",Barcelona,1013 m ,655 m ,"7,2 Km ","9,1 % ",203  ,  ,  ,  ,  
 Taganana por Taganana,SC Tenerife,555 m ,522 m ,"6,5 Km ","8,38 % ",161  ,  ,  ,  ,  
 Talledo por Otañes-Helguera,Cantabria,297 m ,207 m ,"4,25 Km ","4,87 % ",35  , 43.327436 , -3.189395 , 43.313833  , -3.171233 
 Talledo por Ontón-Helguera,Cantabria,297 m ,262 m ,"6,12 Km ","4,28 % ",48  , 43.349752 , -3.172888 , 43.313833 , -3.171233 
 Talledo por Otañes-Muñecas,Cantabria,297 m ,207 m ,"4,2 Km ","4,93 % ",35  , 43.327436 , -3.189395 , 43.313833 , -3.171233 
 Talltendre por Bellver de Cerdanya,Lleida,1575 m ,558 m ,"7,8 Km ","7,1 % ",168  ,  ,  ,  ,  
" Tambor, Alto del por Norte",Jaén,1315 m ,564 m ,10 Km ,"5,6 % ",110  , 38.38298 , -2.589743 , 38.331164 , -2.571924 
" Tanque, El - Erjos por Garachico",SC Tenerife,1090 m ,1080 m ,"20,1 Km ","5,37 % ",173  ,  ,  ,  ,  
" Tañabueyes, Cerro de por Tinieblas de la Sierra",Burgos,1243 m ,129 m ,"4,2 Km ","3,06 % ",18  , 42.172596 , -3.364134 , 42.180229 , -3.395376 
" Tañabueyes, Cerro de por Quintanilla-Cabrera",Burgos,1243 m ,124 m ,3 Km ,"4,13 % ",17  , 42.165169 , -3.409646 , 42.180229 , -3.395376 
" Tañabueyes, Cerro de por río San Martín",Burgos,1243 m ,179 m ,6 Km ,"2,98 % ",30  , 42.149024 , -3.368382 , 42.180229  , -3.395376  
 Tapla por Irati,Navarra,1364 m ,512 m ,"9,5 Km ","5,39 % ",72  , 42.988545 , -1.105607 , 42.957176  , -1.136656 
 Tapla por Otxagabia,Navarra,1364 m ,609 m ,"14,1 Km ","4,32 % ",102  , 42.904561 , -1.092689 , 42.957176 , -1.136656 
 Taramona por Güeñes,Bizkaia,440 m ,362 m ,"5,2 Km ","6,96 % ",96  , 43.212511 , -3.095376 , 43.22943 , -3.072159 
 Taranco por Paradores,Burgos,427 m ,60 m ,"1,6 Km ","3,75 % ",9  , 43.095468 , -3.338256 , 43.108518 , -3.327162 
 Tarascón de Peñacerrada (Mal Burgo) por Fortanete,Teruel,1815 m ,475 m ,7 Km ,"6,78 % ",112  ,  ,  ,  ,  
 Tárbena por Bolulla,Alicante,587 m ,358 m ,"7,1 Km ","5,45 % ",62  , 38.676565 , -0.111065 , 38.698305 , -0.10201 
 Tárbena por Coll de Rates,Alicante,594 m ,86 m ,"1,6 Km ","5,4 % ",14  , 38.706946 , -0.102224 , 38.698138 , -0.101967 
 Tárbena por Buscarró,Alicante,594 m ,212 m ,"3,3 Km ","6,42 % ",42  , 38.698674 , -0.080338 , 38.698138 , -0.101967 
 Tárbena por Fonts de l'Algar-camino,Alicante,594 m ,492 m ,"8,2 Km ",6 % ,149  , 38.659979 , -0.098019 ,  ,  
" Tarna, Puerto de por Bezanes",Asturias,1492 m ,850 m ,17 Km ,5 % ,155  , 43.148781 , -5.280991 , 43.084561 , -5.217991 
 Tarna-Señales por Foz de Caso,Asturias,1627 m ,949 m ,"18,2 Km ","5,2 % ",156  ,  ,  ,  ,  
 Tarrenyes (El Castell) por Vall d'Ebo,Alicante,589 m ,209 m ,"3,7 Km ","5,65 % ",43  , 38.80527 , -0.16089 , 38.781186 , -0.184751 
 Tarrenyes (El Castell) por Benimaurell,Alicante,589 m ,179 m ,"5,7 Km ","3,14 % ",24  , 38.751573 , -0.169559 , 38.781186 , -0.184751 
 Tartales de los Montes por Hoz de Valvidivielso,Burgos,742 m ,138 m ,"1,6 Km ","8,63 % ",44  , 42.814591 , -3.496163 , 42.823877 , -3.48773 
 Taxa por Entrago,Asturias,994 m ,564 m ,9 Km ,"6,26 % ",126  , 43.169254 , -6.09621 , 43.171007 , -6.165733 
 Teide por Los Gigantes,SC Tenerife,2325 m ,2322 m ,"51,8 Km ","4,48 % ",411  ,  ,  ,  ,  
 Teide por Santa Cruz,SC Tenerife,2325 m ,2308 m ,"63,7 Km ","3,62 % ",474  ,  ,  ,  ,  
 Teide por Puerto de la Cruz,SC Tenerife,2325 m ,2315 m ,"46,7 Km ","4,96 % ",387  ,  ,  ,  ,  
 Teide por El Médano,SC Tenerife,2325 m ,2325 m ,"51,5 Km ","4,51 % ",446  ,  ,  ,  ,  
 Teixeta por Ruidecanyes,Tarragona,537 m ,342 m ,"11,4 Km ",3 % ,50  , 41.131383 , 0.964478 , 41.171865 , 0.904246 
 Tejedo del Sil por CL-631,León,1099 m ,184 m ,"2,51 Km ","7,33 % ",44  , 42.895397 , -6.384773 , 42.917134 , -6.386629 
" Tejera, La por N-630 por Tuetxe",Bizkaia,420 m ,204 m ,"2,29 Km ","8,86 % ",57  ,  ,  ,  ,  
" Tejera, La por Villaverde de Trucíos",Bizkaia,418 m ,225 m ,"4,83 Km ","4,66 % ",41  , 43.244105 , -3.261341 , 43.256581 , -3.233027 
" Tejera, La - Fillobal por Hermisende",Zamora,1145 m ,351 m ,"5,55 Km ","6,32 % ",65  , 41.966392 , -6.903241 , 41.960744 , -6.861827 
 Tejeros por Covaleda,Soria,1646 m ,451 m ,"11,75 Km ","3,83 % ",80  , 41.9406 , -2.891446 , 41.946989 , -2.838128 
 Tellitu por El Regato,Bizkaia,172 m ,131 m ,"1,14 Km ","11,39 % ",51  , 43.264031 , -3.017571 , 43.257854 , -3.019084 
 Tene por Embalse de Baldemurrio,Asturias,633 m ,293 m ,3 Km ,"9,76 % ",92  , 43.199545 , -6.008062 , 43.209805 , -5.996304 
 Teno Alto por El Palmar,SC Tenerife,861 m ,334 m ,"3,9 Km ","8,56 % ",94  ,  ,  ,  ,  
 Teno Alto por acantilados,SC Tenerife,861 m ,231 m ,"5,1 Km ","4,53 % ",43  ,  ,  ,  ,  
 Tentudía por Calera de León,Badajoz,1108 m ,386 m ,"8,5 Km ","4,54 % ",81  , 38.103945 , -6.335884 , 38.054449 , -6.338342 
 Terrafort (Font de la Roca) por Cálig-Cervera,Castellón,394 m ,220 m ,"5,4 Km ","4,07 % ",32  , 40.459193 , 0.288692 , 40.470196 , 0.262771 
 Terrafort (Font de la Roca) por Rambla Cervera,Castellón,394 m ,129 m ,"2,4 Km ","5,38 % ",27  , 40.468662 , 0.25084 , 40.470196 , 0.262771 
" Terrosa, La por Bugarra",Valencia,389 m ,219 m ,"6,1 Km ","3,59 % ",30  , 39.605986 , -0.782561 , 39.637422 , -0.806336 
" Terrosa, La por Gestalgar",Valencia,389 m ,199 m ,"5,9 Km ","3,37 % ",30  , 39.606713 , -0.829725 , 39.637422 , -0.806336 
 Terzaga-Los Senderos por Terzaga,Guadalajara,1367 m ,194 m ,"3,4 Km ","5,71 % ",31  , 40.690891 , -1.898115 , 40.667694 , -1.890728 
 Tetas de Liéganes por por Liérganes (única),Cantabria,400 m ,300 m ,"6,5 Km ","4,6 % ",69  , 43.345175 , -3.743788 , 43.33243 , -3.733495 
 Tetica de Bacares por Tíjola,Almería,2078 m ,1419 m ,"33,5 Km ","4,23 % ",282  , 37.344822 , -2.441836 , 37.251599 , -2.41296 
 Tibi por Monnegre,Alicante,723 m ,665 m ,"22,53 Km ","2,9 % ",178  , 38.395155 , -0.448723 , 38.52695 , -0.544381 
 Tibi por Tibi,Alicante,723 m ,297 m ,"4,97 Km ","5,4 % ",65  , 38.528293 , -0.588026 , 38.52695 , -0.544381 
 Tibi por Xixona,Alicante,723 m ,309 m ,"6,39 Km ","4,7 % ",65  , 38.540848 , -0.503912 , 38.52695 , -0.544381 
" Tibidabo, Alt del (por L'Arrabasada) por San Cugat del Vallés",Barcelona,508 m ,386 m ,"8,7 Km ","4,4 % ",59  ,  ,  ,  ,  
" Tibidabo, Alt del (por L'Arrabasada) por Barcelona",Barcelona,508 m ,348 m ,7 Km ,"4,9 % ",54  ,  ,  ,  ,  
" Tibidabo, El por Vallvidrera",Barcelona,505 m ,357 m ,"5,8 Km ","6,2 % ",72  , 41.404145 , 2.117205 , 41.421606 , 2.118963 
 Timoneda (Ferriol) por Pont del Clop,Lleida,1117 m ,504 m ,"8,2 Km ","6,1 % ",103  ,  ,  ,  ,  
 Tobarro (Puntal de la Cruz) por Cofrentes,Valencia,784 m ,441 m ,"16,2 Km ","2,72 % ",69  , 39.204192 , -1.059752 , 39.13998 , -1.120305 
 Tobarro (Puntal de la Cruz) por Jalance,Valencia,784 m ,420 m ,"13,8 Km ","3,04 % ",79  , 39.191354 , -1.083698 , 39.13998 , -1.120305 
 Tobarro (Puntal de la Cruz) por Jarafuel,Valencia,784 m ,380 m ,"10,8 Km ","3,52 % ",59  , 39.142243 , -1.046104 , 39.13998 , -1.120305 
 Toix por Calpe,Alicante,265 m ,282 m ,4 Km ,"7,05 % ",53  , 38.635411 , 0.033774 , 38.634573 , 0.01678 
 Tollos por Benaia,Alicante,825 m ,239 m ,"4,15 Km ","5,76 % ",42  , 38.787977 , -0.271997 , 38.768406 , -0.267148 
 Tollos por Tollos,Alicante,829 m ,109 m ,"2,2 Km ","5,45 % ",20  , 38.751791 , -0.27262 , 38.763052 , -0.267985 
 Tomalos por Sur,La Rioja,870 m ,110 m ,"2,4 Km ","4,57 % ",15  ,  ,  ,  ,  
" Torás, Alto de por Jérica",Castellón,835 m ,353 m ,"12,7 Km ","2,78 % ",54  , 39.917274 , -0.579314 , 39.92129 , -0.694327 
" Torás, Alto de por Begís",Castellón,835 m ,125 m ,"2,4 Km ","5,2 % ",19  , 39.913193 , -0.710936 , 39.92129 , -0.694327 
 Torcal de Antequera por Villanueva de la Concepción,Málaga,1231 m ,802 m ,"10,5 Km ","7,64 % ",214  ,  ,  ,  ,  
 Torcal de Antequera por Antequera,Málaga,1224 m ,713 m ,"15,52 Km ","4,3 % ",158  ,  ,  ,  ,  
 Torcollano por Rasines,Cantabria,360 m ,268 m ,"7,1 Km ","3,77 % ",43  , 43.306479 , -3.427434 , 43.28349 , -3.37306 
" Torda (La Pobleta), Collado de por Artaj",Valencia,1091 m ,461 m ,"16,4 Km ","2,81 % ",62  , 39.781926 , -0.782218 , 39.829236 , -0.869207 
" Torda (La Pobleta), Collado de por Alcotas",Valencia,1091 m ,211 m ,"7,8 Km ","2,71 % ",34  , 39.821326 , -0.916715 , 39.829236 , -0.869207 
" Tórdiga, La por Cuenca",Cuenca,1200 m ,250 m ,"9,2 Km ","2,72 % ",37  , 39.99018 , -2.09810 , 39.92235 , -2.06504 
" Tormaleo, Campa de por Sisterna",Asturias,1024 m ,262 m ,9 Km ,"2,91 % ",37  , 42.951711 , -6.678572 , 42.935752 , -6.732645 
" Tormaleo, Campa de por Luiña",Asturias,1024 m ,449 m ,8 Km ,"5,61 % ",92  , 42.934747 , -6.76466 , 42.935752 , -6.732645 
" Tormillo, El (Benagéber) por Utiel",Valencia,1053 m ,320 m ,"11,7 Km ","2,74 % ",43  , 39.570896 , -1.206393 , 39.65302 , -1.178155 
" Tormillo, El (Benagéber) por Embalse Benagéber",Valencia,1053 m ,523 m ,"19,1 Km ","2,74 % ",86  , 39.726432 , -1.09992 , 39.65302 , -1.178155 
 Tornavacas por Puerto Castilla,Ávila,1275 m ,145 m ,"4,5 Km ","3,22 % ",45  ,  ,  ,  ,  
 Tornavacas por Jerte,Cáceres,1278 m ,693 m ,14 Km ,"4,95 % ",108  ,  ,  ,  ,  
" Torneria, La por Parres",Asturias,468 m ,387 m ,5 Km ,"7,74 % ",100  , 43.403676 , -4.777508 , 43.388084  , -4.831066  
" Torneria, La por Puente Güera",Asturias,468 m ,352 m ,6 Km ,"5,86 % ",80  , 43.384217 , -4.909 , 43.388084 , -4.831066 
" Torno, Collado del por Corao",Asturias,533 m ,442 m ,14 Km ,"3,15 % ",112  , 43.348089 , -5.065727 , 43.405172 , -4.99011 
" Torno, Collado del por Nueva de Llanes",Asturias,533 m ,475 m ,8 Km ,"5,93 % ",104  , 43.430609 , -4.943075 , 43.405172 , -4.99011 
" Tornos, Los por Puentecastro",Asturias,875 m ,440 m ,"3,7 Km ","11,89 % ",181  , 43.229195 , -6.354475 , 43.219438 , -6.371469 
" Tornos, Los por Fresnedo",Cantabria,918 m ,738 m ,"13,4 Km ","5,51 % ",127  , 43.205462 , -3.488631 , 43.134323 , -3.455079 
" Tornos, Los por Ramales de la Victoria",Cantabria,918 m ,836 m ,"18,8 Km ","4,45 % ",149  , 43.260914 , -3.466254 , 43.134323 , -3.455079 
 Torquiendo por Oriñon,Cantabria,260 m ,250 m ,"3,6 Km ","6,94 % ",64  , 43.399507 , -3.327484 , 43.37883 , -3.335466 
 Torralba del Pinar por Ayódar,Castellón,928 m ,570 m ,"15,5 Km ","3,7 % ",141  , 39.997868 , -0.370917 , 39.979126 , -0.466661 
 Torralba del Pinar por Pavías,Castellón,928 m ,258 m ,"5,6 Km ","4,6 % ",44  , 39.980705 , -0.502839 , 39.979126 , -0.466661 
 Torralba del Pinar por Pinares Villamalur,Castellón,928 m ,203 m ,"3,3 Km ","6,2 % ",41  , 39.972713 , -0.457177 , 39.979126 , -0.466661 
 Torre de Loizaga por Sopuerta,Bizkaia,290 m ,175 m ,"2,6 Km ","6,73 % ",36  , 43.270347 , -3.139944 , 43.252447 , -3.132166 
 Torre Embesora por San Pablo,Castellón,662 m ,157 m ,"8,6 Km ","1,83 % ",28  , 40.337451 , -0.042186 , 40.307054 , -0.090809 
 Torre Embesora por Atzeneta,Castellón,662 m ,295 m ,"8,1 Km ","3,64 % ",41  , 40.245631 , -0.140634 , 40.307054 , -0.090809 
 Torre Miró por Puebla de Alcolea,Castellón,1249 m ,467 m ,"12,5 Km ","3,74 % ",62  , 40.740722 , -0.060124 , 40.671037 , -0.05785 
 Torre Miró por Puebla de Alcolea,Castellón,1204 m ,422 m ,"11,8 Km ","3,57 % ",55  , 40.740462 , -0.060511 , 40.674357 , -0.072441 
 Torre Miró por Morella,Castellón,1249 m ,443 m ,"9,3 Km ","4,6 % ",67  , 40.607795 , -0.093212 , 40.671037 , -0.05785 
 Torre Miró por Morella,Castellón,1204 m ,394 m ,"8,5 Km ","4,63 % ",63  , 40.60786 , -0.09304 , 40.674357 , -0.072441 
 Torre Miró por Herbés,Castellón,1249 m ,459 m ,"9,7 Km ","4,7 % ",130  , 40.770207 , 0.031543 , 40.671037 , -0.058022 
 Torre Monte por Aranguren,Bizkaia,237 m ,128 m ,"1,39 Km ","9,14 % ",37  ,  ,  ,  ,  
 Torre Tallada por Navalón,Valencia,845 m ,175 m ,"6,6 Km ","2,65 % ",24  , 38.941487 , -0.864487 , 38.902556 , -0.90251 
 Torre Tallada por N-430 (Fte. la Higuera),Valencia,845 m ,385 m ,10 Km ,"3,85 % ",74  , 38.833724 , -0.876031 , 38.902556 , -0.90251 
 Torre-Alhaquime por Setenil de las Bodegas,Cádiz,605 m ,182 m ,"4,09 Km ","4,44 % ",30  ,  ,  ,  ,  
 Torremanzanas por Relleu,Alicante,860 m ,290 m ,5 Km ,"5,8 % ",67  , 38.598627 , -0.329247 , 38.610835 , -0.362549 
 Torremanzanas (Teix) por Jijona,Alicante,890 m ,420 m ,"14,8 Km ","2,84 % ",71  , 38.552898 , -0.492582 , 38.602149 , -0.393147 
 Torreplazo por Miedes de Atienza,Guadalajara,1371 m ,291 m ,"7,19 Km ","4,03 % ",42  , 41.248364 , -2.943957 , 41.284664 , -2.976333 
 Toses por Ribes de Freser,Gerona,1800 m ,888 m ,25 Km ,"3,54 % ",117  ,  ,  ,  ,  
" Tosos, Alto de por Tosos",Zaragoza,754 m ,175 m ,"2,5 Km ",7 % ,42  , 41.314918 , -1.069958 , 41.322191 , -1.084796 
 Tossal de la Mare de Deu por Ontinyent,Valencia,809 m ,469 m ,"14,7 Km ","3,19 % ",74  , 38.82336 , -0.609527 , 38.766632 , -0.655017 
 Tossal de l'Artiga por Rambla de la Viuda,Castellón,455 m ,265 m ,"2,8 Km ","9,46 % ",83  , 40.116054 , -0.142865 , 40.114249 , -0.163293 
